PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Department,Order Month,Spend,Lead Time (Days),Qty_LeadTime_Interaction,Cost_per_Unit,Markup_%,High_Markup_Flag,PPI
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,Electronics,Partially Delivered,1743,51.04,47.15,160.0,Yes,Production,2023-03,82182.45,20.0,34860.0,47.15,0.0,False,133.933
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Metals,Delivered,87,100.65,85.56,1.0,Yes,Maintenance,2023-07,7443.72,12.0,1044.0,85.56,0.0,False,335.16
PO-00429,Beta_Supplies,2023-12-24,2022-02-13,Raw Materials,Delivered,279,47.52,46.5,28.0,No,Maintenance,2023-12,12973.5,10.776811594202899,3006.730434782609,46.5,0.0,False,300.512
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,MRO,Delivered,1438,66.61,58.5,237.0,Yes,Finance,2023-03,84123.0,11.0,15818.0,58.5,0.0,False,323.293
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,MRO,Partially Delivered,612,72.93,63.32,99.0,Yes,Logistics,2023-07,38751.840000000004,2.0,1224.0,63.32000000000001,1.1221458240052118e-14,False,329.921
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,MRO,Pending,487,11.18,10.63,15.0,Yes,Production,2022-01,5176.81,11.0,5357.0,10.63,0.0,False,286.277
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Services,Partially Delivered,1849,70.76,69.25,51.0,Yes,Finance,2022-04,128043.25,4.0,7396.0,69.25,0.0,False,104.613
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,Services,Partially Delivered,1356,26.28,25.44,47.0,Yes,Procurement,2022-03,34496.64,13.0,17628.0,25.44,0.0,False,104.462
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Office Supplies,Delivered,76,107.59,96.33,10.0,Yes,Finance,2023-12,7321.08,20.0,1520.0,96.33,0.0,False,205.776
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,74.8034321372855,Yes,Finance,2022-06,5621.0,11.0,3025.0,20.44,0.0,False,289.831
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Chemicals,Delivered,1350,51.57,48.07,74.8034321372855,Yes,Logistics,2023-07,64894.5,5.0,6750.0,48.07,0.0,False,274.347
PO-00438,Alpha_Inc,2022-02-06,2022-02-13,Services,Delivered,847,17.77,17.39,74.8034321372855,Yes,Procurement,2022-02,14729.33,10.776811594202899,9127.959420289855,17.39,0.0,False,105.277
PO-00439,Gamma_Co,2023-01-14,2023-01-27,Chemicals,Delivered,1682,105.7,101.3,94.0,Yes,Finance,2023-01,170386.6,13.0,21866.0,101.3,0.0,False,345.017
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Manufacturing,Delivered,333,60.44,58.54,8.0,Yes,Production,2023-08,19493.82,3.0,999.0,58.54,0.0,False,330.359
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,Manufacturing,Cancelled,928,69.31,67.26,20.0,Yes,Production,2023-07,62417.280000000006,13.0,12064.0,67.26,0.0,False,329.921
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,Chemicals,Partially Delivered,1009,16.44,16.18,74.8034321372855,Yes,Maintenance,2022-06,16325.619999999999,11.0,11099.0,16.18,0.0,False,387.485
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,Chemicals,Pending,1554,82.92,74.82,44.0,Yes,Procurement,2023-03,116270.27999999998,17.0,26418.0,74.82,0.0,False,328.027
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Metals,Partially Delivered,502,29.47,28.94,27.0,Yes,Procurement,2022-05,14527.880000000001,14.0,7028.0,28.94,0.0,False,424.725
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,Chemicals,Delivered,1069,91.28,82.64,74.8034321372855,Yes,Maintenance,2022-02,88342.16,1.0,1069.0,82.64,0.0,False,346.47
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,Food Products,Pending,1902,29.89,25.83,41.0,Yes,Finance,2022-11,49128.659999999996,6.0,11412.0,25.83,0.0,False,277.504
PO-00447,Gamma_Co,2023-01-09,2022-02-13,Packaging,Pending,865,28.79,25.69,47.0,Yes,Procurement,2023-01,22221.850000000002,10.776811594202899,9321.942028985508,25.69,0.0,False,291.279
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Raw Materials,Partially Delivered,708,13.36,11.61,74.8034321372855,No,Production,2022-02,8219.88,16.0,11328.0,11.61,0.0,False,341.778
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Food Products,Delivered,1589,55.64,48.52,74.8034321372855,Yes,Production,2023-01,77098.28,5.0,7945.0,48.519999999999996,-1.464432678813067e-14,False,268.915
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Raw Materials,Delivered,596,62.96,61.88,9.0,Yes,Logistics,2022-08,36880.48,10.0,5960.0,61.88,0.0,False,358.093
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Raw Materials,Delivered,1265,17.66,16.97,34.0,Yes,Procurement,2023-11,21467.05,4.0,5060.0,16.97,0.0,False,307.009
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,Finance,2022-09,91667.40000000001,18.0,20196.0,81.7,0.0,False,348.66
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Services,Delivered,1585,56.38,53.05,74.8034321372855,Yes,Maintenance,2023-11,84084.25,17.0,26945.0,53.05,0.0,False,106.48
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Packaging,Delivered,66,58.05,50.76,74.8034321372855,Yes,Maintenance,2022-04,3350.16,11.0,726.0,50.76,0.0,False,281.578
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,Raw Materials,Delivered,1245,52.4,51.65,118.0,No,Finance,2022-12,64304.25,20.0,24900.0,51.65,0.0,False,332.219
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Office Supplies,Delivered,1293,50.21,47.55,74.8034321372855,No,Logistics,2023-07,61482.149999999994,13.0,16809.0,47.55,0.0,False,204.108
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Chemicals,Delivered,207,64.29,63.01,25.0,Yes,Maintenance,2023-02,13043.07,6.0,1242.0,63.01,0.0,False,335.428
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,Procurement,2023-09,13318.32,20.0,10520.0,25.32,0.0,False,190.761
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Chemicals,Delivered,1119,27.03,23.82,74.8034321372855,Yes,Logistics,2022-06,26654.58,6.0,6714.0,23.82,0.0,False,387.485
PO-00460,Gamma_Co,2022-08-31,2022-09-02,MRO,Delivered,1446,90.63,84.51,77.0,Yes,Procurement,2022-08,122201.46,2.0,2892.0,84.51,0.0,False,310.814
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Metals,Delivered,567,97.53,85.29,21.0,Yes,Production,2022-06,48359.43,8.0,4536.0,85.29,0.0,False,412.324
PO-00462,Delta_Logistics,2022-07-01,2022-02-13,Services,Delivered,148,44.91,40.1,74.8034321372855,No,Logistics,2022-07,5934.8,10.776811594202899,1594.968115942029,40.1,0.0,False,104.209
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,Electronics,Pending,1965,36.6,34.64,195.0,Yes,Maintenance,2023-02,68067.6,15.0,29475.0,34.64,0.0,False,133.778
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,74.8034321372855,Yes,Logistics,2022-01,107225.64,8.0,14544.0,58.98,0.0,False,212.003
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,Logistics,2022-07,50926.8,16.0,17760.0,45.88,0.0,False,309.376
PO-00466,Delta_Logistics,2022-12-07,2022-02-13,Electronics,Delivered,329,12.96,12.74,48.0,Yes,Logistics,2022-12,4191.46,10.776811594202899,3545.571014492754,12.74,0.0,False,132.565
PO-00467,Gamma_Co,2023-02-26,2023-03-17,Manufacturing,Cancelled,1422,25.62,25.18,65.0,Yes,Logistics,2023-02,35805.96,19.0,27018.0,25.18,0.0,False,321.077
PO-00468,Delta_Logistics,2023-11-17,2022-02-13,Metals,Delivered,546,82.63,74.77,76.0,No,Procurement,2023-11,40824.42,10.776811594202899,5884.139130434783,74.77,0.0,False,314.569
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Services,Partially Delivered,351,72.08,71.3,20.0,Yes,Production,2022-09,25026.3,10.0,3510.0,71.3,0.0,False,103.94
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Metals,Partially Delivered,230,13.0,12.81,74.8034321372855,No,Finance,2022-10,2946.3,17.0,3910.0,12.81,0.0,False,336.866
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,Metals,Delivered,656,30.73,26.26,17.0,Yes,Logistics,2022-06,17226.56,6.0,3936.0,26.26,0.0,False,412.324
PO-00472,Gamma_Co,2023-12-20,2024-01-09,Packaging,Delivered,1172,34.34,32.09,69.0,Yes,Maintenance,2023-12,37609.48,20.0,23440.0,32.09,0.0,False,283.711
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Metals,Delivered,749,71.53,70.02,41.0,Yes,Logistics,2022-04,52444.979999999996,9.0,6741.0,70.02,0.0,False,405.655
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Metals,Delivered,1042,12.48,12.3,88.0,Yes,Maintenance,2023-01,12816.6,16.0,16672.0,12.3,0.0,False,323.534
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,74.8034321372855,No,Procurement,2022-02,20391.35,18.0,21402.0,17.15,0.0,False,341.778
PO-00476,Epsilon_Group,2023-04-27,2022-02-13,Manufacturing,Delivered,240,88.14,81.9,4.0,Yes,Maintenance,2023-04,19656.0,10.776811594202899,2586.4347826086955,81.9,0.0,False,326.473
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,Raw Materials,Delivered,302,26.98,26.47,9.0,Yes,Finance,2022-08,7993.94,17.0,5134.0,26.47,0.0,False,358.093
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,Office Supplies,Pending,1030,70.81,61.58,74.8034321372855,No,Production,2022-07,63427.4,10.0,10300.0,61.58,0.0,False,236.704
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,Services,Delivered,977,33.79,32.25,137.0,Yes,Maintenance,2023-04,31508.25,6.0,5862.0,32.25,0.0,False,105.318
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,Raw Materials,Delivered,1234,19.99,17.66,25.0,Yes,Maintenance,2022-12,21792.44,17.0,20978.0,17.66,0.0,False,332.219
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes,Production,2022-11,43936.740000000005,14.0,18606.0,33.06,0.0,False,264.353
PO-00482,Gamma_Co,2022-08-22,2022-08-30,Services,Delivered,1396,77.63,67.81,58.0,Yes,Finance,2022-08,94662.76000000001,8.0,11168.0,67.81,0.0,False,104.113
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,Chemicals,Delivered,177,90.06,87.71,7.0,Yes,Logistics,2022-08,15524.669999999998,12.0,2124.0,87.71,0.0,False,374.231
PO-00484,Delta_Logistics,2022-01-25,2022-02-13,Food Products,Delivered,67,84.72,73.06,9.0,Yes,Maintenance,2022-01,4895.02,10.776811594202899,722.0463768115942,73.06,0.0,False,248.6
PO-00485,Gamma_Co,2023-11-07,2023-11-20,Services,Delivered,1866,50.78,48.2,96.0,Yes,Production,2023-11,89941.20000000001,13.0,24258.0,48.2,0.0,False,106.48
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,Electronics,Delivered,1808,72.23,67.86,53.0,Yes,Procurement,2022-07,122690.88,8.0,14464.0,67.86,0.0,False,130.485
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,Services,Cancelled,615,30.3,29.52,96.0,Yes,Production,2023-02,18154.8,3.0,1845.0,29.52,0.0,False,105.104
PO-00488,Gamma_Co,2022-12-03,2022-12-04,Services,Pending,619,38.38,35.02,34.0,Yes,Procurement,2022-12,21677.38,1.0,619.0,35.02,0.0,False,104.541
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,MRO,Delivered,1396,94.75,84.06,210.0,Yes,Finance,2022-10,117347.76000000001,4.0,5584.0,84.06,0.0,False,313.525
PO-00490,Gamma_Co,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes,Logistics,2022-03,19411.100000000002,11.0,21395.0,9.98,0.0,False,293.344
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,Electronics,Delivered,735,18.49,15.89,113.0,No,Production,2022-10,11679.15,5.0,3675.0,15.889999999999999,-1.1179086465703275e-14,False,131.658
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,Packaging,Pending,1865,30.29,26.83,56.0,Yes,Maintenance,2022-12,50037.95,16.0,29840.0,26.83,0.0,False,291.117
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,MRO,Cancelled,675,13.69,11.84,52.0,Yes,Finance,2023-10,7992.0,5.0,3375.0,11.84,0.0,False,332.699
PO-00494,Gamma_Co,2023-06-06,2023-06-22,Raw Materials,Pending,1361,28.57,24.29,65.0,Yes,Production,2023-06,33058.69,16.0,21776.0,24.290000000000003,1.462623992919103e-14,False,318.053
PO-00495,Gamma_Co,2023-02-14,2023-02-15,Food Products,Delivered,903,66.53,60.15,29.0,Yes,Maintenance,2023-02,54315.45,1.0,903.0,60.15,0.0,False,279.648
PO-00496,Epsilon_Group,2023-11-27,2022-02-13,Raw Materials,Cancelled,1736,53.2,50.68,48.0,Yes,Production,2023-11,87980.48,10.776811594202899,18708.544927536233,50.68,0.0,False,307.009
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,Services,Delivered,1011,98.47,97.06,91.0,Yes,Procurement,2023-07,98127.66,7.0,7077.0,97.06,0.0,False,106.039
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,Metals,Delivered,1712,88.17,85.86,246.0,Yes,Production,2022-12,146992.32,18.0,30816.0,85.86,0.0,False,322.678
PO-00499,Gamma_Co,2022-01-29,2022-02-13,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes,Production,2022-01,7641.84,10.776811594202899,2198.4695652173914,37.46,0.0,False,212.003
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,Raw Materials,Partially Delivered,539,33.85,30.57,34.0,No,Production,2022-04,16477.23,14.0,7546.0,30.57,0.0,False,358.784
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,Raw Materials,Delivered,1459,45.94,42.56,212.0,No,Finance,2022-09,62095.04,10.0,14590.0,42.56,0.0,False,348.66
PO-00502,Gamma_Co,2022-07-02,2022-07-06,Services,Delivered,834,65.02,56.19,74.8034321372855,Yes,Production,2022-07,46862.46,4.0,3336.0,56.19,0.0,False,104.209
PO-00503,Gamma_Co,2023-08-18,2023-09-01,Manufacturing,Partially Delivered,1177,37.37,34.27,60.0,Yes,Maintenance,2023-08,40335.79,14.0,16478.0,34.27,0.0,False,330.359
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,Services,Delivered,1466,68.82,66.82,211.0,Yes,Procurement,2022-09,97958.12,20.0,29320.0,66.82,0.0,False,103.94
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,Chemicals,Delivered,1884,47.08,44.31,54.0,Yes,Procurement,2022-02,83480.04000000001,4.0,7536.0,44.31,0.0,False,346.47
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,Packaging,Delivered,295,60.58,57.32,31.0,Yes,Production,2022-04,16909.4,16.0,4720.0,57.32000000000001,1.2396070058620032e-14,False,281.578
PO-00507,Gamma_Co,2023-09-03,2023-09-04,Raw Materials,Delivered,1249,54.18,47.29,59.0,Yes,Finance,2023-09,59065.21,1.0,1249.0,47.29,0.0,False,309.362
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,MRO,Delivered,1112,39.06,33.6,184.0,No,Finance,2023-03,37363.200000000004,19.0,21128.0,33.6,0.0,False,323.293
PO-00509,Gamma_Co,2022-12-20,2022-12-25,Services,Delivered,1550,100.61,97.43,66.0,Yes,Maintenance,2022-12,151016.5,5.0,7750.0,97.43,0.0,False,104.541
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,Raw Materials,Delivered,1755,82.66,73.67,258.0,No,Production,2022-11,129290.85,1.0,1755.0,73.67,0.0,False,337.539
PO-00511,Gamma_Co,2023-03-23,2023-03-31,Services,Delivered,808,24.19,21.64,39.0,Yes,Procurement,2023-03,17485.12,8.0,6464.0,21.639999999999997,-1.641734602033503e-14,False,105.375
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,Metals,Partially Delivered,587,96.98,95.35,14.0,Yes,Finance,2023-09,55970.45,6.0,3522.0,95.35,0.0,False,323.71
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,MRO,Delivered,1940,58.45,50.29,54.0,Yes,Production,2023-06,97562.59999999999,3.0,5820.0,50.28999999999999,-1.4128907054287139e-14,False,328.454
PO-00514,Beta_Supplies,2022-04-29,2022-05-11,Manufacturing,Cancelled,1891,91.87,80.28,158.0,Yes,Finance,2022-04,151809.48,12.0,22692.0,80.28,0.0,False,298.74
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,Office Supplies,Delivered,970,86.91,78.44,18.0,Yes,Finance,2023-01,76086.8,17.0,16490.0,78.44,0.0,False,268.947
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,Packaging,Delivered,457,52.85,50.34,16.0,Yes,Procurement,2023-08,23005.38,17.0,7769.0,50.34,0.0,False,283.665
PO-00517,Beta_Supplies,2022-07-14,2022-07-27,Manufacturing,Cancelled,574,12.38,11.47,74.8034321372855,No,Logistics,2022-07,6583.780000000001,13.0,7462.0,11.47,0.0,False,309.376
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,Services,Delivered,877,35.55,34.69,24.0,Yes,Maintenance,2022-09,30423.129999999997,2.0,1754.0,34.69,0.0,False,103.94
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,Office Supplies,Delivered,1579,59.04,50.95,29.0,Yes,Maintenance,2022-02,80450.05,12.0,18948.0,50.95,0.0,False,213.299
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,Office Supplies,Delivered,952,74.72,69.73,74.8034321372855,Yes,Procurement,2023-12,66382.96,1.0,952.0,69.73,0.0,False,205.776
PO-00521,Beta_Supplies,2023-03-23,2023-03-26,Packaging,Pending,1898,35.53,33.25,187.0,Yes,Finance,2023-03,63108.5,3.0,5694.0,33.25,0.0,False,289.651
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,MRO,Delivered,85,22.54,20.68,6.0,Yes,Production,2022-01,1757.8,4.0,340.0,20.68,0.0,False,286.277
PO-00523,Gamma_Co,2023-06-17,2023-06-28,Metals,Pending,734,92.38,78.92,34.0,No,Finance,2023-06,57927.28,11.0,8074.0,78.92,0.0,False,348.799
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,Metals,Delivered,69,107.47,105.53,74.8034321372855,Yes,Procurement,2023-07,7281.57,12.0,828.0,105.53,0.0,False,335.16
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,Electronics,Delivered,370,63.9,55.79,59.0,Yes,Maintenance,2023-12,20642.3,6.0,2220.0,55.79,0.0,False,134.879
PO-00527,Beta_Supplies,2022-07-21,2022-02-13,Office Supplies,Delivered,561,35.54,30.99,68.0,No,Maintenance,2022-07,17385.39,10.776811594202899,6045.791304347827,30.99,0.0,False,236.704
PO-00528,Gamma_Co,2023-01-08,2023-01-14,Packaging,Delivered,449,12.35,10.67,29.0,Yes,Production,2023-01,4790.83,6.0,2694.0,10.67,0.0,False,291.279
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,Office Supplies,Delivered,703,98.75,86.78,59.0,Yes,Maintenance,2023-03,61006.340000000004,3.0,2109.0,86.78,0.0,False,254.684
PO-00530,Gamma_Co,2022-03-13,2022-03-28,Manufacturing,Delivered,1021,20.8,18.23,37.0,Yes,Maintenance,2022-03,18612.83,15.0,15315.0,18.23,0.0,False,293.344
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,Chemicals,Delivered,1956,68.69,65.09,74.8034321372855,Yes,Logistics,2023-11,127316.04000000001,7.0,13692.0,65.09,0.0,False,279.801
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,Services,Partially Delivered,520,36.57,34.78,67.0,No,Logistics,2022-12,18085.600000000002,7.0,3640.0,34.78,0.0,False,104.541
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,MRO,Delivered,1216,66.16,63.0,179.0,No,Logistics,2023-10,76608.0,11.0,13376.0,63.0,0.0,False,332.699
PO-00534,Alpha_Inc,2022-11-18,2022-02-13,Chemicals,Delivered,1165,72.06,63.93,74.8034321372855,Yes,Maintenance,2022-11,74478.45,10.776811594202899,12554.985507246378,63.93,0.0,False,369.306
PO-00535,Delta_Logistics,2023-11-11,2023-11-29,Electronics,Pending,1427,93.99,83.6,213.0,Yes,Procurement,2023-11,119297.2,18.0,25686.0,83.6,0.0,False,134.879
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,Raw Materials,Delivered,883,29.15,25.75,14.0,Yes,Maintenance,2022-05,22737.25,2.0,1766.0,25.75,0.0,False,374.198
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,Services,Delivered,776,24.22,22.53,27.0,Yes,Procurement,2023-06,17483.280000000002,2.0,1552.0,22.530000000000005,1.5768813487796275e-14,False,105.706
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,MRO,Delivered,903,95.55,92.45,149.0,No,Logistics,2022-11,83482.35,11.0,9933.0,92.45,0.0,False,315.106
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,Packaging,Delivered,100,98.4,85.76,3.0,Yes,Finance,2023-11,8576.0,12.0,1200.0,85.76,0.0,False,284.54
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,Food Products,Delivered,1738,67.91,61.15,74.8034321372855,Yes,Production,2023-02,106278.7,13.0,22594.0,61.15,0.0,False,279.648
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,Electronics,Delivered,624,74.39,66.3,18.0,No,Logistics,2023-02,41371.2,6.0,3744.0,66.3,0.0,False,133.778
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,Office Supplies,Partially Delivered,1263,28.75,27.1,26.0,Yes,Finance,2023-12,34227.3,16.0,20208.0,27.1,0.0,False,205.776
PO-00545,Gamma_Co,2022-10-30,2022-11-16,Food Products,Cancelled,1198,96.45,90.09,74.8034321372855,Yes,Production,2022-10,107927.82,17.0,20366.0,90.09,0.0,False,280.361
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,Manufacturing,Delivered,199,51.98,45.64,74.8034321372855,No,Maintenance,2023-07,9082.36,3.0,597.0,45.64,0.0,False,329.921
PO-00547,Epsilon_Group,2022-05-11,2022-05-14,Metals,Pending,363,45.37,38.73,74.8034321372855,Yes,Maintenance,2022-05,14058.989999999998,3.0,1089.0,38.73,0.0,False,424.725
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,Metals,Delivered,619,58.4,51.04,74.8034321372855,Yes,Logistics,2022-07,31593.76,6.0,3714.0,51.04,0.0,False,393.04
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,Services,Delivered,1415,15.22,13.56,30.0,Yes,Production,2023-03,19187.4,11.0,15565.0,13.56,0.0,False,105.375
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,Packaging,Delivered,354,27.71,23.87,39.0,No,Logistics,2023-11,8449.98,11.0,3894.0,23.869999999999997,-1.488359312442606e-14,False,284.54
PO-00551,Gamma_Co,2023-01-24,2023-02-03,Metals,Delivered,1765,81.01,78.43,78.0,Yes,Procurement,2023-01,138428.95,10.0,17650.0,78.43,0.0,False,323.534
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,MRO,Delivered,731,19.37,17.3,69.0,No,Logistics,2023-11,12646.300000000001,14.0,10234.0,17.3,0.0,False,332.007
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,Electronics,Delivered,887,65.89,59.67,29.0,Yes,Logistics,2022-06,52927.29,15.0,13305.0,59.67,0.0,False,129.789
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,Chemicals,Delivered,1856,35.29,32.41,26.0,Yes,Maintenance,2023-09,60152.95999999999,2.0,3712.0,32.41,0.0,False,270.753
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,Services,Delivered,1127,49.32,46.49,30.0,Yes,Maintenance,2023-08,52394.23,12.0,13524.0,46.49,0.0,False,106.175
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,Metals,Delivered,1052,37.78,32.6,162.0,Yes,Maintenance,2022-11,34295.200000000004,14.0,14728.0,32.6,0.0,False,327.874
PO-00557,Gamma_Co,2023-02-20,2023-02-22,MRO,Delivered,493,44.74,41.44,24.0,No,Procurement,2023-02,20429.92,2.0,986.0,41.44,0.0,False,321.077
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,Office Supplies,Partially Delivered,662,81.44,71.33,87.0,Yes,Maintenance,2023-07,47220.46,13.0,8606.0,71.33,0.0,False,204.108
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,Chemicals,Delivered,1042,36.74,35.78,33.0,Yes,Production,2022-01,37282.76,6.0,6252.0,35.78,0.0,False,340.381
PO-00560,Alpha_Inc,2022-11-08,2022-02-13,MRO,Delivered,313,64.03,57.74,1.0,Yes,Finance,2022-11,18072.62,10.776811594202899,3373.1420289855073,57.739999999999995,-1.2305901208176311e-14,False,315.106
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,Metals,Delivered,1126,55.22,50.38,74.8034321372855,Yes,Production,2022-10,56727.880000000005,20.0,22520.0,50.38,0.0,False,336.866
PO-00562,Gamma_Co,2022-08-04,2022-08-19,Food Products,Delivered,1645,72.17,64.0,79.0,Yes,Production,2022-08,105280.0,15.0,24675.0,64.0,0.0,False,274.406
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,Food Products,Delivered,1053,100.92,92.35,104.0,Yes,Maintenance,2023-03,97244.54999999999,3.0,3159.0,92.35,0.0,False,257.021
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,Metals,Delivered,1693,83.14,73.3,62.0,Yes,Finance,2023-08,124096.9,12.0,20316.0,73.3,0.0,False,331.341
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,Packaging,Pending,54,32.28,28.65,3.0,Yes,Finance,2023-09,1547.1,19.0,1026.0,28.65,0.0,False,284.394
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,Packaging,Delivered,1176,14.22,12.21,33.0,Yes,Finance,2023-11,14358.960000000001,5.0,5880.0,12.21,0.0,False,284.54
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,Electronics,Delivered,1269,35.28,33.7,35.0,Yes,Procurement,2022-11,42765.3,12.0,15228.0,33.7,0.0,False,132.147
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,Services,Delivered,823,68.32,64.46,19.0,Yes,Maintenance,2023-04,53050.579999999994,3.0,2469.0,64.46,0.0,False,105.318
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,Chemicals,Delivered,926,15.65,13.49,94.0,No,Finance,2023-03,12491.74,17.0,15742.0,13.49,0.0,False,328.027
PO-00570,Delta_Logistics,2023-03-29,2023-04-09,Services,Cancelled,1041,58.5,52.54,170.0,No,Procurement,2023-03,54694.14,11.0,11451.0,52.54,0.0,False,105.375
